Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.78163025,42.01980987,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1,7/2/2025,0.200,On,1114.5,41.25,36.25,5.042,1.476,8.354,178.34,15.00,14.76,0,1,25.17,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.738,0.00026,3.937,4.300e-05,1.969,2.150e-05,14.05,0.020,0.00,0.00,23.62,0.00026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0014
-93.78135848,42.01796504,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1593,7/2/2025,0.200,On,1111.9,75.00,21.87,8.697,2.550,5.970,307.43,15.00,15.04,0,13,79.04,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.752,0.00083,4.011,0.00014,2.006,6.880e-05,14.31,0.063,0.00,0.00,24.07,0.00083,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0044
-93.78136595,42.01796937,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1594,7/2/2025,0.200,On,1111.9,71.25,23.75,8.690,2.550,5.779,307.34,15.00,15.13,0,13,75.09,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.756,0.00079,4.034,0.00013,2.017,6.574e-05,14.39,0.060,0.00,0.00,24.20,0.00079,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0042
-93.78137334,42.01797370,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1595,7/2/2025,0.200,On,1111.9,67.50,25.62,8.704,2.554,6.030,307.16,15.00,15.22,0,13,71.23,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.761,0.00075,4.060,0.00013,2.030,6.275e-05,14.48,0.057,0.00,0.00,24.36,0.00075,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0040
-93.78138067,42.01797817,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1596,7/2/2025,0.200,On,1111.9,65.00,26.87,8.711,2.554,6.908,306.92,15.00,15.23,0,13,68.59,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.762,0.00073,4.062,0.00012,2.031,6.047e-05,14.49,0.055,0.00,0.00,24.37,0.00073,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0038
-93.78138806,42.01798256,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1597,7/2/2025,0.200,On,1111.8,61.25,28.75,8.715,2.557,7.093,306.82,15.00,15.16,0,13,64.72,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.758,0.00068,4.043,0.00011,2.021,5.677e-05,14.42,0.052,0.00,0.00,24.26,0.00068,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0036
-93.78139550,42.01798664,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1598,7/2/2025,0.200,On,1111.8,57.50,30.62,8.722,2.557,6.347,306.96,15.00,15.11,0,13,60.75,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00064,4.028,0.00011,2.014,5.311e-05,14.37,0.049,0.00,0.00,24.17,0.00064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0034
-93.78140312,42.01799082,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1599,7/2/2025,0.200,On,1111.9,55.00,31.87,8.679,2.547,6.532,307.17,15.00,15.20,0,13,57.89,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.760,0.00061,4.054,0.00010,2.027,5.093e-05,14.46,0.047,0.00,0.00,24.32,0.00061,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0032
-93.78141064,42.01799500,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1600,7/2/2025,0.200,On,1111.9,51.25,33.75,8.686,2.547,6.347,307.23,15.00,15.10,0,13,53.94,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00057,4.025,9.424e-05,2.013,4.712e-05,14.36,0.043,0.00,0.00,24.15,0.00057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0030
-93.78141811,42.01799930,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1601,7/2/2025,0.200,On,1111.9,47.50,35.62,8.693,2.550,6.327,307.21,15.00,15.16,0,13,50.06,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.758,0.00053,4.043,8.783e-05,2.021,4.392e-05,14.42,0.040,0.00,0.00,24.26,0.00053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0028
-93.78142567,42.01800370,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1602,7/2/2025,0.200,On,1111.9,46.25,36.25,8.715,2.557,5.898,307.18,15.00,15.18,0,13,48.87,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.759,0.00052,4.048,8.586e-05,2.024,4.293e-05,14.44,0.039,0.00,0.00,24.29,0.00052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0027
-93.78143319,42.01800807,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1603,7/2/2025,0.200,On,1111.9,41.25,38.75,8.758,2.570,5.898,307.25,15.00,15.06,0,13,43.81,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.753,0.00046,4.017,7.638e-05,2.008,3.819e-05,14.33,0.035,0.00,0.00,24.10,0.00046,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0024
-93.78144089,42.01801229,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1604,7/2/2025,0.200,On,1111.8,37.50,40.62,8.784,2.577,6.102,307.42,15.00,15.14,0,13,39.93,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.757,0.00042,4.037,6.996e-05,2.018,3.498e-05,14.40,0.032,0.00,0.00,24.22,0.00042,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0022
-93.78144827,42.01801650,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1605,7/2/2025,0.200,On,1111.8,33.75,42.50,8.805,2.583,6.261,307.51,15.00,15.24,0,13,36.03,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.762,0.00038,4.065,6.357e-05,2.033,3.178e-05,14.50,0.029,0.00,0.00,24.39,0.00038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0020
-93.78145564,42.01802064,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1606,7/2/2025,0.200,On,1111.8,31.25,43.75,8.762,2.570,6.386,307.53,15.00,15.00,0,13,33.19,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.00035,4.000,5.761e-05,2.000,2.881e-05,14.27,0.026,0.00,0.00,24.00,0.00035,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0018
-93.78146320,42.01802492,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1607,7/2/2025,0.200,On,1111.8,28.75,45.00,8.695,2.550,6.109,307.62,15.00,15.12,0,13,30.30,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.756,0.00032,4.031,5.301e-05,2.016,2.651e-05,14.38,0.024,0.00,0.00,24.19,0.00032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0017
-93.78147067,42.01802918,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1608,7/2/2025,0.200,On,1111.7,25.00,46.87,8.699,2.550,6.056,307.74,15.00,15.06,0,13,26.35,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.753,0.00028,4.017,4.593e-05,2.008,2.297e-05,14.33,0.021,0.00,0.00,24.10,0.00028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015
-93.78147818,42.01803348,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1609,7/2/2025,0.196,On,1111.7,22.50,48.12,8.706,2.488,5.633,307.78,15.00,15.11,0,13,23.61,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00024,4.028,4.045e-05,2.014,2.022e-05,14.37,0.018,0.00,0.00,24.17,0.00024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0013
-93.78148568,42.01803785,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1610,7/2/2025,0.204,On,1111.7,18.75,50.00,8.722,2.623,5.310,307.72,15.00,15.11,0,13,19.92,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.00021,4.028,3.553e-05,2.014,1.776e-05,14.37,0.016,0.00,0.00,24.17,0.00021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0011
-93.78149307,42.01804217,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1611,7/2/2025,0.200,On,1111.7,15.00,51.87,8.746,2.567,5.316,307.59,15.00,15.06,0,13,15.91,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.753,0.00017,4.017,2.774e-05,2.008,1.387e-05,14.33,0.013,0.00,0.00,24.10,0.00017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00088
-93.78150031,42.01804644,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1612,7/2/2025,0.200,On,1111.7,11.25,53.75,8.726,2.560,5.482,307.50,15.00,15.08,0,13,11.90,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.754,0.00012,4.023,2.078e-05,2.011,1.039e-05,14.35,0.0095,0.00,0.00,24.14,0.00012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00066
-93.78150759,42.01805071,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1613,7/2/2025,0.200,On,1111.7,8.750,55.00,8.675,2.544,4.887,307.62,15.00,15.12,0,13,9.198,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.756,9.656e-05,4.031,1.609e-05,2.016,8.046e-06,14.38,0.0073,0.00,0.00,24.19,9.656e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00051
-93.78151507,42.01805473,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1614,7/2/2025,0.200,On,1111.7,5.000,56.87,8.632,2.531,4.841,307.87,15.00,15.04,0,13,5.229,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.752,5.462e-05,4.011,9.103e-06,2.006,4.552e-06,14.31,0.0042,0.00,0.00,24.07,5.462e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00029
-93.78152232,42.01805880,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1615,7/2/2025,0.200,On,1111.7,2.500,58.12,8.594,2.521,4.914,307.87,15.00,15.10,0,13,2.604,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,2.730e-05,4.025,4.550e-06,2.013,2.275e-06,14.36,0.0021,0.00,0.00,24.15,2.730e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00014
-93.78148471,42.01771626,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1616,7/2/2025,0.201,On,1110.6,1.250,26.25,7.903,2.316,6.241,359.29,15.00,15.41,0,14,1.190,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.770,1.280e-05,4.108,2.133e-06,2.054,1.067e-06,14.66,0.00097,0.00,0.00,24.65,1.280e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.647e-05
-93.78148458,42.01772265,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1617,7/2/2025,0.204,On,1110.6,7.500,29.37,7.912,2.379,6.155,359.19,15.00,14.96,0,14,7.227,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,7.656e-05,3.988,1.276e-05,1.994,6.380e-06,14.23,0.0058,0.00,0.00,23.93,7.656e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00041
-93.78148473,42.01773553,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1618,7/2/2025,0.395,On,1110.7,16.25,33.75,7.914,4.583,5.677,359.33,15.00,15.24,0,14,15.58,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.762,0.00033,4.063,5.427e-05,2.031,2.714e-05,14.49,0.025,0.00,0.00,24.38,0.00033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0017
-93.78148477,42.01774198,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1619,7/2/2025,0.200,On,1110.7,13.75,32.50,7.950,2.329,5.277,359.40,15.00,15.12,0,14,13.24,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.756,0.00014,4.031,2.316e-05,2.016,1.158e-05,14.38,0.011,0.00,0.00,24.19,0.00014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00074
-93.78148489,42.01774832,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1620,7/2/2025,0.195,On,1110.7,11.25,31.25,7.979,2.280,6.142,359.58,15.00,15.07,0,14,10.87,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.754,0.00011,4.020,1.849e-05,2.010,9.247e-06,14.34,0.0084,0.00,0.00,24.12,0.00011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00059
-93.78148507,42.01775464,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1621,7/2/2025,0.205,On,1110.7,7.500,29.37,7.961,2.392,6.076,359.85,15.00,15.32,0,14,7.232,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.766,7.886e-05,4.085,1.314e-05,2.043,6.572e-06,14.57,0.0060,0.00,0.00,24.51,7.886e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00041
-93.78148531,42.01776099,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1622,7/2/2025,0.200,On,1110.7,5.000,28.12,7.925,2.323,5.851,0.172,15.00,15.15,0,14,4.799,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.757,5.049e-05,4.040,8.415e-06,2.020,4.207e-06,14.41,0.0038,0.00,0.00,24.24,5.049e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00027
-93.78148564,42.01776714,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1623,7/2/2025,0.200,On,1110.7,2.500,26.87,7.887,2.313,5.574,0.400,15.00,14.90,0,14,2.389,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.745,2.473e-05,3.974,4.121e-06,1.987,2.061e-06,14.18,0.0019,0.00,0.00,23.84,2.473e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00013
-93.77714028,42.01621343,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1,5/8/2025,0.205,On,1125.4,23.75,-48.75,3.107,0.932,3.447,358.35,19.99,19.40,0,1,8.921,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.970,0.00012,5.174,2.054e-05,2.587,1.027e-05,18.46,0.0094,0.00,0.00,31.05,0.00012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00051
-93.77714065,42.01621618,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,2,5/8/2025,0.195,On,1125.4,30.00,-45.62,3.357,0.958,3.804,358.79,19.99,17.86,0,1,12.18,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.893,0.00015,4.764,2.456e-05,2.382,1.228e-05,16.99,0.011,0.00,0.00,28.58,0.00015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00066
-93.77714113,42.01621899,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,3,5/8/2025,0.200,On,1125.4,33.75,-43.75,3.478,1.017,4.478,359.23,19.99,24.63,0,1,14.18,5/8/2025,Over Target,0.00,0.00,0.00,0.00,0.00,1.232,0.00024,6.568,4.044e-05,3.284,2.022e-05,23.43,0.018,0.00,0.00,39.41,0.00024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00079
-93.77714144,42.01622452,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,4,5/8/2025,0.399,On,1125.3,36.25,-42.50,3.497,2.044,5.928,359.65,19.99,22.54,0,1,15.35,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.127,0.00048,6.011,7.987e-05,3.005,3.994e-05,21.44,0.036,0.00,0.00,36.06,0.00048,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0017
-93.77714125,42.01622750,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,5,5/8/2025,0.205,On,1125.4,43.75,-38.75,3.476,1.043,6.948,359.65,19.99,22.13,0,1,18.40,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.106,0.00029,5.901,4.831e-05,2.951,2.415e-05,21.05,0.022,0.00,0.00,35.41,0.00029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0010
-93.77714115,42.01623046,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,6,5/8/2025,0.196,On,1125.4,48.75,-36.25,3.501,0.997,6.386,359.85,19.99,22.60,0,1,20.50,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.130,0.00032,6.027,5.255e-05,3.013,2.628e-05,21.50,0.024,0.00,0.00,36.16,0.00032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0011
-93.77714122,42.01623368,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,7,5/8/2025,0.205,On,1125.4,53.75,-33.75,3.550,1.070,6.717,0.157,19.99,21.55,0,1,23.18,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.078,0.00036,5.747,5.926e-05,2.874,2.963e-05,20.50,0.027,0.00,0.00,34.48,0.00036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0013
-93.77714130,42.01623710,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,8,5/8/2025,0.199,On,1125.4,61.25,-30.00,3.628,1.056,6.479,0.470,19.99,21.63,0,1,26.87,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.081,0.00040,5.767,6.693e-05,2.884,3.346e-05,20.57,0.031,0.00,0.00,34.60,0.00040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015
-93.77714161,42.01624066,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,9,5/8/2025,0.200,On,1125.4,67.50,-26.87,3.762,1.102,5.917,0.957,19.99,21.82,0,1,30.75,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.091,0.00047,5.819,7.765e-05,2.909,3.883e-05,20.76,0.035,0.00,0.00,34.91,0.00047,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0017
-93.77714192,42.01624432,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,10,5/8/2025,0.196,On,1125.3,75.00,-23.12,3.937,1.129,5.442,1.505,19.99,21.06,0,1,35.69,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.053,0.00051,5.616,8.526e-05,2.808,4.263e-05,20.04,0.039,0.00,0.00,33.70,0.00051,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0019
-93.77714204,42.01624811,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,11,5/8/2025,0.200,On,1125.3,81.25,-20.00,4.118,1.207,4.927,1.921,19.99,20.96,0,1,40.54,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.048,0.00059,5.591,9.836e-05,2.795,4.918e-05,19.94,0.045,0.00,0.00,33.54,0.00059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0023
-93.77714196,42.01625188,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,12,5/8/2025,0.200,On,1125.3,90.00,-15.62,4.292,1.257,4.484,2.047,19.99,21.17,0,1,46.73,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.058,0.00069,5.645,0.00011,2.822,5.724e-05,20.14,0.052,0.00,0.00,33.87,0.00069,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0026
-93.77714171,42.01625570,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,13,5/8/2025,0.200,On,1125.3,93.75,-13.75,4.449,1.302,4.194,2.023,19.99,20.78,0,1,50.46,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.039,0.00073,5.542,0.00012,2.771,6.069e-05,19.77,0.055,0.00,0.00,33.25,0.00073,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0028
-93.77714145,42.01625947,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,14,5/8/2025,0.200,On,1125.3,96.25,-12.50,4.565,1.339,4.418,2.070,19.99,20.77,0,1,53.24,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.039,0.00077,5.539,0.00013,2.770,6.400e-05,19.76,0.058,0.00,0.00,33.24,0.00077,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0030
-93.77714147,42.01626338,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,15,5/8/2025,0.200,On,1125.3,100.00,-10.62,4.635,1.358,4.498,2.258,19.99,20.64,0,1,56.13,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.032,0.00080,5.505,0.00013,2.753,6.705e-05,19.64,0.061,0.00,0.00,33.03,0.00080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0031
-93.77714118,42.01626722,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,16,5/8/2025,0.195,On,1125.3,102.50,-9.375,4.688,1.339,5.019,2.305,19.99,20.47,0,1,58.15,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.024,0.00081,5.459,0.00013,2.730,6.717e-05,19.48,0.061,0.00,0.00,32.76,0.00081,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0031
-93.77714096,42.01627103,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,17,5/8/2025,0.209,On,1125.3,105.00,-8.125,4.735,1.450,5.515,2.384,19.99,20.59,0,1,60.21,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.030,0.00090,5.491,0.00015,2.745,7.497e-05,19.59,0.068,0.00,0.00,32.94,0.00090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0035
-93.77714094,42.01627490,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,18,5/8/2025,0.196,On,1125.3,106.25,-7.500,4.749,1.355,6.373,2.517,19.99,20.32,0,1,60.70,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.016,0.00084,5.419,0.00014,2.710,6.997e-05,19.33,0.064,0.00,0.00,32.52,0.00084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0033
-93.77714065,42.01627873,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,19,5/8/2025,0.199,On,1125.3,107.50,-6.875,4.753,1.391,6.261,2.494,19.99,20.41,0,1,62.10,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.020,0.00088,5.442,0.00015,2.721,7.298e-05,19.42,0.067,0.00,0.00,32.65,0.00088,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0034
-93.77714036,42.01628282,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,20,5/8/2025,0.201,On,1125.3,108.75,-6.250,4.762,1.401,5.633,2.493,19.99,20.48,0,1,62.64,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.024,0.00090,5.462,0.00015,2.731,7.462e-05,19.49,0.068,0.00,0.00,32.77,0.00090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0035
