Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.77603639,42.02106835,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,108,5/7/2025,0.994,On,1129.4,118.75,-1.250,5.960,8.701,6.384,182.97,56.49,56.88,0,4,85.91,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.517,0.0075,0.00,0.00,0.00,0.00,0.00,0.024
-93.77603820,42.02104414,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,109,5/7/2025,1.001,On,1129.5,118.75,-1.250,5.970,8.760,5.892,182.41,56.49,56.38,0,4,85.88,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.494,0.0074,0.00,0.00,0.00,0.00,0.00,0.024
-93.77603995,42.02101992,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,110,5/7/2025,1.000,On,1129.6,117.50,-1.875,6.012,8.829,5.938,181.55,56.49,55.85,0,4,85.73,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.471,0.0074,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604074,42.02099554,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,111,5/7/2025,1.005,On,1129.6,117.50,-1.875,6.051,8.911,6.100,181.86,56.49,56.45,0,4,86.10,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.498,0.0075,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604167,42.02097098,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,112,5/7/2025,0.990,On,1129.7,117.50,-1.875,6.081,8.839,5.647,182.40,56.49,55.64,0,4,86.70,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.462,0.0073,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604212,42.02096122,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,113,5/7/2025,0.405,On,1129.6,117.50,-1.875,6.108,3.619,5.606,182.54,56.49,56.30,0,4,86.78,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.491,0.0030,0.00,0.00,0.00,0.00,0.00,0.0098
-93.77604379,42.02093656,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,114,5/7/2025,1.000,On,1129.7,116.25,-2.500,6.123,8.980,5.507,182.66,56.49,56.30,0,4,86.27,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.491,0.0075,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604515,42.02091196,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,115,5/7/2025,0.995,On,1129.7,116.25,-2.500,6.110,8.930,5.658,182.59,56.49,56.26,0,4,86.23,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.490,0.0074,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604622,42.02089726,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,116,5/7/2025,0.604,On,1129.7,116.25,-2.500,6.116,5.416,5.287,182.02,56.49,55.86,0,4,86.15,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.471,0.0045,0.00,0.00,0.00,0.00,0.00,0.014
-93.77604815,42.02087274,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,117,5/7/2025,1.000,On,1129.6,115.00,-3.125,6.109,8.963,5.133,180.49,56.49,55.35,0,4,85.19,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.449,0.0072,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604836,42.02084806,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,118,5/7/2025,1.001,On,1129.6,115.00,-3.125,6.131,9.005,5.584,180.32,56.49,57.73,0,4,85.50,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.554,0.0076,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604847,42.02082332,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,119,5/7/2025,0.995,On,1129.5,115.00,-3.125,6.136,8.960,5.416,180.41,56.49,56.97,0,4,85.58,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.521,0.0075,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604877,42.02079867,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,120,5/7/2025,1.004,On,1129.4,115.00,-3.125,6.127,9.029,5.430,180.00,56.49,56.19,0,4,85.47,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.486,0.0074,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604913,42.02077436,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,121,5/7/2025,1.001,On,1129.4,115.00,-3.125,6.081,8.924,5.151,179.73,56.49,56.77,0,4,84.73,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.512,0.0074,0.00,0.00,0.00,0.00,0.00,0.024
-93.77604888,42.02075107,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,122,5/7/2025,1.000,On,1129.3,115.00,-3.125,5.942,8.724,4.679,179.85,56.49,57.49,0,4,82.91,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.544,0.0073,0.00,0.00,0.00,0.00,0.00,0.023
-93.77604894,42.02072803,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,123,5/7/2025,0.995,On,1129.6,115.00,-3.125,5.768,8.422,5.086,179.73,56.49,58.70,0,4,80.44,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.597,0.0072,0.00,0.00,0.00,0.00,0.00,0.022
-93.77604883,42.02070568,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,124,5/7/2025,1.005,On,1129.9,115.00,-3.125,5.684,8.383,4.882,179.58,56.49,57.13,0,4,79.27,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.528,0.0070,0.00,0.00,0.00,0.00,0.00,0.022
-93.77604862,42.02068679,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,125,5/7/2025,0.995,On,1129.9,115.00,-3.125,5.309,7.740,4.908,179.60,56.49,58.83,0,4,73.93,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.603,0.0066,0.00,0.00,0.00,0.00,0.00,0.020
-93.77604870,42.02067614,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,126,5/7/2025,0.604,On,1129.9,115.00,-3.125,4.678,4.148,3.813,179.40,56.49,63.96,0,4,65.27,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.830,0.0039,0.00,0.00,0.00,0.00,0.00,0.011
-93.77570844,42.02066216,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,127,5/7/2025,0.195,On,1130.8,3.750,-31.25,5.174,1.482,3.804,9.095,56.49,45.29,0,5,2.356,5/7/2025,Under Target,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.004,3.196e-05,0.00,0.00,0.00,0.00,0.00,0.00013
-93.77570682,42.02066614,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,128,5/7/2025,0.201,On,1130.8,16.25,-25.00,5.246,1.548,4.352,7.998,56.49,54.89,0,5,10.34,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.429,0.00018,0.00,0.00,0.00,0.00,0.00,0.00058
-93.77570548,42.02066997,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,129,5/7/2025,0.199,On,1130.8,25.00,-20.62,5.295,1.546,4.801,7.190,56.49,55.53,0,5,16.06,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.457,0.00027,0.00,0.00,0.00,0.00,0.00,0.00089
-93.77570462,42.02067390,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,130,5/7/2025,0.205,On,1130.8,37.50,-14.37,5.234,1.573,4.914,6.641,56.49,49.42,0,5,23.78,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.187,0.00037,0.00,0.00,0.00,0.00,0.00,0.0014
-93.77570408,42.02067788,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,131,5/7/2025,0.201,On,1130.8,60.00,-4.375,5.138,1.514,4.702,6.132,56.49,48.39,0,5,37.34,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.141,0.00056,0.00,0.00,0.00,0.00,0.00,0.0021
-93.77570193,42.02068581,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,132,5/7/2025,0.394,On,1130.8,68.75,1.291e-05,5.069,2.929,4.967,4.266,56.49,51.95,0,5,42.24,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.299,0.0013,0.00,0.00,0.00,0.00,0.00,0.0046
-93.77569963,42.02070613,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,133,5/7/2025,1.000,On,1130.9,67.50,-0.625,5.056,7.411,5.094,2.972,56.49,54.96,0,5,41.34,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.432,0.0035,0.00,0.00,0.00,0.00,0.00,0.011
-93.77569892,42.02071870,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,134,5/7/2025,0.605,On,1130.9,67.50,-0.625,5.140,4.557,4.601,2.987,56.49,58.13,0,5,42.02,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.572,0.0023,0.00,0.00,0.00,0.00,0.00,0.0071
-93.77569823,42.02073098,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,135,5/7/2025,0.596,On,1130.9,68.75,-1.250,5.184,4.521,4.800,2.619,56.49,56.06,0,5,43.10,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.481,0.0022,0.00,0.00,0.00,0.00,0.00,0.0071
-93.77569637,42.02075250,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,136,5/7/2025,0.999,On,1130.9,67.50,-1.875,5.216,7.647,5.283,1.435,56.49,55.02,0,5,42.70,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.435,0.0036,0.00,0.00,0.00,0.00,0.00,0.012
-93.77569544,42.02077482,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,137,5/7/2025,1.000,On,1131.0,67.50,-1.875,5.404,7.922,4.886,0.878,56.49,53.88,0,5,44.19,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.384,0.0037,0.00,0.00,0.00,0.00,0.00,0.012
-93.77569520,42.02078838,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,138,5/7/2025,0.595,On,1131.0,67.50,-1.875,5.593,4.879,4.093,0.878,56.49,53.28,0,5,45.74,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.358,0.0022,0.00,0.00,0.00,0.00,0.00,0.0076
-93.77569489,42.02081139,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,139,5/7/2025,1.010,On,1131.0,66.25,-2.500,5.665,8.391,4.669,0.878,56.49,53.19,0,5,45.49,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.354,0.0038,0.00,0.00,0.00,0.00,0.00,0.013
-93.77569440,42.02083470,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,140,5/7/2025,0.995,On,1131.0,66.25,-2.500,5.728,8.359,5.163,0.494,56.49,54.07,0,5,46.00,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.392,0.0038,0.00,0.00,0.00,0.00,0.00,0.013
-93.77569400,42.02085832,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,141,5/7/2025,1.000,On,1130.9,66.25,-2.500,5.835,8.556,4.567,0.070,56.49,53.95,0,5,46.84,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.387,0.0039,0.00,0.00,0.00,0.00,0.00,0.013
-93.77569392,42.02088178,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,142,5/7/2025,1.000,On,1130.9,66.25,-2.500,5.844,8.569,4.780,0.102,56.49,55.03,0,5,46.91,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.435,0.0040,0.00,0.00,0.00,0.00,0.00,0.013
-93.77569419,42.02090524,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,143,5/7/2025,1.001,On,1130.8,66.25,-2.500,5.812,8.533,4.739,0.658,56.49,55.56,0,5,46.67,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.458,0.0040,0.00,0.00,0.00,0.00,0.00,0.013
-93.77569426,42.02090989,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,144,5/7/2025,0.199,On,1130.8,66.25,-2.500,5.812,1.697,4.953,0.792,56.49,55.61,0,5,46.70,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.461,0.00079,0.00,0.00,0.00,0.00,0.00,0.0026
-93.77569403,42.02093322,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,145,5/7/2025,1.000,On,1130.8,65.00,-1.875,5.781,8.480,4.667,1.364,56.49,56.18,0,5,45.55,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.486,0.0039,0.00,0.00,0.00,0.00,0.00,0.013
-93.77569344,42.02095658,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,146,5/7/2025,1.000,On,1130.7,65.00,-1.875,5.806,8.513,4.371,1.396,56.49,56.29,0,5,45.73,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.491,0.0040,0.00,0.00,0.00,0.00,0.00,0.013
-93.77569289,42.02097046,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,147,5/7/2025,0.601,On,1130.6,65.00,-1.875,5.817,5.128,4.850,1.106,56.49,55.97,0,5,45.84,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.476,0.0024,0.00,0.00,0.00,0.00,0.00,0.0077
-93.77569204,42.02099370,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,148,5/7/2025,1.000,On,1130.6,63.75,-2.500,5.769,8.451,5.024,0.659,56.49,56.72,0,5,44.52,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.510,0.0039,0.00,0.00,0.00,0.00,0.00,0.012
-93.77569173,42.02101702,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,149,5/7/2025,1.000,On,1130.6,63.75,-2.500,5.790,8.493,4.224,0.572,56.49,56.55,0,5,44.75,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.502,0.0039,0.00,0.00,0.00,0.00,0.00,0.012
-93.77569166,42.02102167,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,150,5/7/2025,0.199,On,1130.6,63.75,-2.500,5.791,1.697,4.114,0.525,56.49,55.66,0,5,44.94,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.463,0.00076,0.00,0.00,0.00,0.00,0.00,0.0025
-93.77569126,42.02104454,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,151,5/7/2025,1.001,On,1130.4,65.00,-1.875,5.760,8.447,3.798,0.557,56.49,56.27,0,5,45.33,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.490,0.0039,0.00,0.00,0.00,0.00,0.00,0.013
-93.77569122,42.02104899,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,152,5/7/2025,0.200,On,1130.5,65.00,-1.875,5.677,1.665,3.830,0.510,56.49,56.78,0,5,44.71,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.512,0.00078,0.00,0.00,0.00,0.00,0.00,0.0025
-93.77569087,42.02107130,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,153,5/7/2025,0.999,On,1130.4,63.75,-1.250,5.564,8.155,4.096,0.447,56.49,57.72,0,5,43.01,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.554,0.0038,0.00,0.00,0.00,0.00,0.00,0.012
-93.77569059,42.02109344,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,154,5/7/2025,0.996,On,1130.3,63.75,-1.250,5.517,8.060,4.235,0.462,56.49,57.87,0,5,42.64,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.561,0.0038,0.00,0.00,0.00,0.00,0.00,0.012
-93.77569054,42.02111572,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,155,5/7/2025,1.004,On,1130.2,63.75,-1.250,5.549,8.172,3.885,1.019,56.49,56.61,0,5,42.88,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.505,0.0037,0.00,0.00,0.00,0.00,0.00,0.012
-93.77569049,42.02112448,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,156,5/7/2025,0.400,On,1130.2,63.75,-1.250,5.546,3.254,3.480,1.309,56.49,56.04,0,5,42.85,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.480,0.0015,0.00,0.00,0.00,0.00,0.00,0.0048
-93.77569005,42.02114595,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,157,5/7/2025,1.000,On,1130.1,62.50,-0.625,5.436,7.972,3.714,1.898,56.49,56.89,0,5,41.18,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.517,0.0036,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568961,42.02115882,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,158,5/7/2025,0.600,On,1130.1,62.50,-0.625,5.303,4.665,4.517,2.117,56.49,58.09,0,5,40.16,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.570,0.0022,0.00,0.00,0.00,0.00,0.00,0.0067
-93.77568863,42.02118045,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,159,5/7/2025,0.995,On,1130.0,61.25,-1.250,5.345,7.801,4.886,2.329,56.49,57.89,0,5,39.69,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.562,0.0035,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568776,42.02119360,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,160,5/7/2025,0.605,On,1129.9,61.25,-1.250,5.398,4.787,4.819,2.101,56.49,56.93,0,5,40.05,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.519,0.0021,0.00,0.00,0.00,0.00,0.00,0.0067
-93.77568752,42.02119793,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,161,5/7/2025,0.196,On,1129.9,62.50,-1.875,5.425,1.550,4.867,2.070,56.49,56.38,0,5,40.84,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.495,0.00069,0.00,0.00,0.00,0.00,0.00,0.0022
-93.77568634,42.02121982,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,162,5/7/2025,0.999,On,1129.9,61.25,-1.250,5.433,7.968,4.647,1.662,56.49,55.89,0,5,40.38,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.473,0.0035,0.00,0.00,0.00,0.00,0.00,0.011
